"","ID","municipio","estado","populacao_total","populacao_urbana","populacao_urbana_antendida_agua","indice_atendimento_urbano_esgoto"
"1055",310520,"Bandeira","MG",5019,2392,2382,96.24
"1056",310650,"Berilo","MG",12431,3929,2628,86.59
"1057",310665,"Berizal","MG",4661,2650,2650,NA
"1058",310825,"Bonito de Minas","MG",10669,2436,2436,NA
"1059",311270,"Capitão Enéas","MG",15074,12224,9104,27.44
"1060",311300,"Caraí","MG",23571,7586,6525,0
"1061",311547,"Catuti","MG",5174,3020,2120,21.79
"1062",311610,"Chapada do Norte","MG",15657,5869,4111,NA
"1063",311700,"Comercinho","MG",7835,3349,3340,98.15
"1064",311783,"Cônego Marinho","MG",7564,2040,2040,NA
"1065",311950,"Coronel Murta","MG",9400,6901,5260,47.02
"1066",312030,"Cristália","MG",6010,3186,2670,25.67
"1067",312087,"Curral de Dentro","MG",7491,6325,5297,NA
"1068",312235,"Divisa Alegre","MG",6478,6268,5575,NA
"1069",312245,"Divisópolis","MG",10209,7284,7284,35.9
"1070",312430,"Espinosa","MG",32151,18624,18624,NA
"1071",312560,"Felisburgo","MG",7338,5429,5420,99.52
"1072",312650,"Francisco Badaró","MG",10550,3285,3201,NA
"1073",312670,"Francisco Sá","MG",26217,15677,15667,84.91
"1074",312707,"Fruta de Leite","MG",5809,1991,1990,NA
"1075",312733,"Gameleiras","MG",5255,1445,NA,NA
"1076",312780,"Grão Mogol","MG",15805,5671,4504,48.14
"1077",312965,"Ibiracatu","MG",6206,3149,3149,NA
"1078",313065,"Indaiabira","MG",7526,2815,2657,30.41
"1079",313210,"Itacarambi","MG",18383,14315,12868,29.17
"1080",313330,"Itaobim","MG",21564,16202,15430,43.39
"1081",313400,"Itinga","MG",15059,6851,6850,98.18
"1082",313470,"Jacinto","MG",12537,9502,6676,47.46
"1083",313505,"Jaíba","MG",37054,19455,18288,24.13
"1084",313510,"Janaúba","MG",70886,64272,61985,24.89
"1085",313520,"Januária","MG",68247,43079,33868,18.46
"1086",313535,"Japonvar","MG",8643,3177,2430,NA
"1087",313545,"Jenipapo de Minas","MG",7580,3071,3009,90.59
"1088",313580,"Jequitinhonha","MG",25365,17933,15161,65.92
"1089",313600,"Joaíma","MG",15562,10700,8924,72.16
"1090",313650,"Jordânia","MG",10826,7572,6705,99.84
"1091",313652,"José Gonçalves de Minas","MG",4643,1160,1150,100
"1092",313657,"Josenópolis","MG",4830,2585,2512,77.02
"1093",313695,"Juvenília","MG",5861,4510,3141,1.82
"1094",313865,"Lontra","MG",8938,5993,4622,11.45
"1095",313925,"Mamonas","MG",6591,2932,NA,NA
"1096",313930,"Manga","MG",19622,13715,12034,1.63
"1097",314055,"Mata Verde","MG",8425,6835,6835,99.62
"1098",314085,"Matias Cardoso","MG",10822,5570,5103,NA
"1099",314100,"Mato Verde","MG",12895,9616,9616,NA
"1100",314140,"Medina","MG",21459,15403,13847,81.56
"1101",314225,"Miravânia","MG",4832,1146,1146,NA
"1102",314270,"Montalvânia","MG",15779,10185,8578,2.68
"1103",314290,"Monte Azul","MG",21990,12416,12416,1.65
"1104",314315,"Monte Formoso","MG",4897,1788,1780,98.55
"1105",314345,"Montezuma","MG",8041,3317,3061,NA
"1106",314465,"Ninheira","MG",10301,2753,2753,NA
"1107",314505,"Nova Porteirinha","MG",7636,4200,4200,45.07
"1108",314530,"Novo Cruzeiro","MG",31803,10891,8831,58.61
"1109",314537,"Novorizonte","MG",5255,1818,1810,0
"1110",314625,"Padre Carvalho","MG",6250,3709,3690,0
"1111",314630,"Padre Paraíso","MG",19971,12206,10793,NA
"1112",314655,"Pai Pedro","MG",6162,1816,1564,NA
"1113",314795,"Patis","MG",5914,2439,2146,NA
"1114",314870,"Pedra Azul","MG",24683,21750,18867,77.04
"1115",314915,"Pedras de Maria da Cruz","MG",11193,6867,5850,NA
"1116",315217,"Ponto dos Volantes","MG",12016,4269,4260,NA
"1117",315220,"Porteirinha","MG",38720,19900,19900,32.36
"1118",315450,"Riacho dos Machados","MG",9658,4642,3719,52.76
"1119",315560,"Rio Pardo de Minas","MG",30732,12348,10725,24.67
"1120",315650,"Rubelita","MG",7093,2296,2217,88.72
"1121",315660,"Rubim","MG",10330,8022,6738,NA
"1122",315700,"Salinas","MG",41301,32380,29422,71.68
"1123",315710,"Salto da Divisa","MG",7107,5957,5539,NA
"1124",315737,"Santa Cruz de Salinas","MG",4383,1147,1147,47.78
"1125",315810,"Santa Maria do Salto","MG",5393,3819,3815,91.88
"1126",316045,"Santo Antônio do Retiro","MG",7290,1667,1565,82.66
"1127",316240,"São João da Ponte","MG",25906,8843,6344,12.03
"1128",316245,"São João das Missões","MG",12652,2642,2337,NA
"1129",316270,"São João do Paraíso","MG",23526,10789,10789,49.17
"1130",316695,"Serranópolis de Minas","MG",4712,1840,1840,NA
"1131",316800,"Taiobeiras","MG",33315,27004,22756,33.18
"1132",317065,"Vargem Grande do Rio Pardo","MG",4989,2552,2552,NA
"1133",317090,"Varzelândia","MG",19702,9177,9057,13.87
"1134",317103,"Verdelândia","MG",9056,5167,4967,NA
"1135",317160,"Virgem da Lapa","MG",14030,7046,6624,NA
